# test
6,6,23
4,18,24
17,3,0
20,22,1
25,15,14
25,5,23
4,24,13
2,16,19
11,1,4
24,5,20
9,7,10
1,8,9
17,0,13
21,0,1
19,16,19
3,8,4
7,10,18
17,20,5
12,4,5
5,14,22
6,25,6
9,16,25
12,10,6
25,0,5
15,9,3
7,2,5
13,21,0
20,11,13
21,1,21
15,23,4
17,4,14
8,6,19
16,3,8
0,24,11
20,23,18
4,18,8
11,13,20
20,14,6
20,18,1
25,3,0
16,13,4
10,3,5
7,14,7
16,6,24
8,17,1
8,8,18
4,3,22
23,12,1
23,15,0
8,1,7
16,1,6
6,1,25
19,8,16
10,25,12
1,25,20
17,13,8
10,1,24
25,5,6
11,25,13
0,0,9
16,23,8
19,16,10
16,22,8
13,10,16
15,7,15
7,4,2
11,16,13
4,4,5
14,13,12
17,14,13
9,12,20
10,18,24
6,22,2
6,22,17
1,2,20
22,10,2
13,1,20
16,18,1
1,22,22
2,17,12
21,16,5
4,7,24
16,22,22
4,14,7
1,9,0
3,6,24
23,3,12
9,9,13
21,21,2
11,5,6
12,11,14
15,12,11
16,23,16
16,25,19
0,8,9
14,20,2
11,12,6
12,16,16
1,8,6
13,23,23
7,5,20
7,18,10
0,0,10
8,0,13
21,1,16
11,13,22
18,7,16
11,7,7
19,17,5
19,20,25
3,22,0
23,18,5
8,1,9
19,19,20
14,1,5
22,7,12
7,22,12
23,18,11
5,22,18
8,9,21
17,22,24
24,21,3
23,23,22
17,20,21
21,0,17
24,25,8
16,2,22
18,4,25
13,21,15
2,24,18
23,18,11
8,7,5
9,20,22
2,11,17
0,5,17
0,25,6
23,12,14
23,10,15
20,18,22
1,9,17
12,24,25
20,14,0
7,16,15
18,14,19
4,25,13
24,17,14
15,24,0
25,4,9
15,20,15
11,3,20
11,22,10
13,21,5
6,0,14
21,4,2
24,10,7
21,11,11
10,20,22
8,15,16
21,3,15
12,24,8
22,17,18
10,16,6
2,9,1
20,20,25
10,10,0
6,25,17
22,5,2
19,10,25
13,10,12
14,17,8
14,17,22
11,24,24
12,0,15
11,7,3
16,14,6
1,17,9
14,14,24
5,2,15
1,15,2
3,22,20
15,7,4
20,21,12
1,1,22
5,11,23
12,25,16
11,13,5
23,15,25
8,14,20
24,4,20
1,18,2
9,16,17
3,23,4
19,20,15
16,15,23
3,7,0
18,24,7
22,12,15
15,7,25
10,3,19
0,14,2
17,18,22
2,16,14
15,24,5
16,4,9
14,12,23
9,3,0
5,5,1
15,17,16
1,16,22
22,21,14
21,15,11
15,2,17
2,18,5
14,13,1
0,2,19
0,13,20
11,25,5
20,10,6
25,10,6
2,23,11
6,0,5
14,16,25
8,18,18
15,5,17
13,21,1
3,9,23
9,17,11
4,21,19
10,5,15
22,6,0
9,1,13
14,0,22
3,15,19
23,2,22
13,16,6
0,16,13
8,5,24
22,19,0
9,19,6
25,11,23
17,9,18
7,7,7
7,24,20
22,25,4
9,22,15
22,4,2
22,8,12
21,5,22
24,17,1
14,21,2
12,22,1
14,0,1
9,10,21
19,23,12
12,4,20
4,12,21
9,12,16
17,10,20
11,2,0
18,9,11
6,18,21
24,17,0
13,8,19
2,3,1
15,24,22
25,17,5
5,7,12
0,15,15
9,9,6
14,18,15
11,12,3
4,2,18
9,20,24
0,13,0
2,0,0
0,17,15
4,22,11
6,18,4
18,9,15
8,7,12
23,18,3
5,25,6
23,8,3
9,4,4
25,9,6
19,10,11
2,16,21
19,2,19
19,11,8
22,15,12
19,14,18
8,3,12
16,25,0
7,9,5
23,0,22
5,1,20
22,15,24
6,9,17
12,23,24
10,8,9
6,11,2
4,22,23
18,18,2
22,22,21
21,10,8
22,12,17
4,10,5
23,22,2
25,17,5
1,1,22
13,1,2
16,8,4
16,18,1
7,5,23
3,13,7
9,6,18
10,6,9
22,22,20
12,11,24
20,17,22
2,19,7
2,5,23
7,5,18
19,12,10
16,20,5
8,4,25
13,0,16
23,21,4
13,8,8
22,2,12
0,15,23
20,9,10
6,21,24
12,15,8
3,11,3
10,19,6
13,12,17
12,9,18
11,23,6
24,9,10
21,22,3
5,11,9
2,25,5
1,15,22
1,24,12
22,22,9
20,20,19
16,22,13
19,12,24
0,15,16
11,16,16
12,23,12
22,13,25
5,10,13
12,11,9
22,14,23
8,15,13
7,11,6
20,22,1
16,8,6
18,9,2
21,4,0
4,3,15
0,23,0
23,22,1
11,2,24
10,13,25
10,3,4
21,5,13
5,14,9
24,2,23
6,6,10
25,9,22
8,9,19
20,21,0
3,22,2
21,5,18
2,25,4
21,11,19
22,12,13
21,7,20
18,1,21
19,6,1
25,17,18
13,0,2
17,9,21
7,21,2
19,13,7
20,6,19
23,24,0
0,7,22
9,9,3
21,16,6
0,18,2
12,13,0
8,3,24
7,10,4
0,13,12
1,18,14
10,24,9
23,16,0
24,8,8
0,1,0
2,4,4
2,24,7
10,1,7
1,22,22
13,3,24
24,18,6
8,14,13
9,9,11
22,10,20
4,17,10
7,11,10
0,10,15
22,6,22
20,7,20
23,0,10
5,0,25
25,1,11
19,20,5
20,14,18
13,11,19
22,17,22
1,14,19
1,21,12
21,22,18
10,0,25
8,17,23
15,7,18
0,16,11
21,18,3
3,5,0
8,7,22
25,20,16
10,17,1
18,2,1
7,16,20
0,1,22
9,22,11
11,6,9
5,15,6
8,9,5
4,14,25
1,2,1
16,3,21
5,11,24
13,18,6
22,23,14
16,23,18
1,13,24
3,17,16
12,7,13
12,13,4
12,2,16
8,6,10
22,1,21
1,11,23
7,6,18
7,21,9
25,15,13
16,22,22
13,5,19
17,23,13
17,7,20
3,18,20
16,23,1
8,11,18
25,5,15
13,13,24
8,0,4
1,5,22
15,3,6
9,25,3
8,22,20
22,8,17
1,17,21
17,0,4
14,11,7
1,25,14
22,1,16
18,9,13
20,10,20
10,13,11
19,2,19
16,8,20
13,16,13
17,7,9
6,4,10
7,4,12
20,10,25
9,1,11
7,2,25
25,13,9
13,7,16
25,17,4
2,12,21
21,17,13
3,9,11
0,3,4
0,6,4
5,23,8
18,15,3
21,20,11
7,0,21
17,6,5
13,4,16
18,17,22
11,1,1
23,17,13
12,17,0
23,19,22
15,18,2
4,22,25
11,7,18
4,9,16
13,17,25
9,17,25
25,12,17
15,4,3
12,20,3
19,19,21
25,8,5
15,4,6
5,7,0
21,21,3
13,1,21
21,16,18
10,3,18
14,14,4
6,23,16
16,2,10
6,16,13
13,20,11
21,16,10
17,15,3
25,12,14
10,21,18
14,6,9
3,15,11
22,22,21
22,7,18
15,21,20
14,17,1
7,5,2
4,3,9
25,9,3
2,3,7
2,2,25
16,21,12
25,21,7
11,2,18
3,9,11
25,8,20
15,13,22
7,24,10
24,4,19
4,16,21
8,11,22
23,11,4
2,20,2
17,23,12
12,0,18
23,25,2
23,15,14
10,8,3
23,24,12
24,24,2
6,9,10
9,10,23
6,10,4
18,21,2
10,10,11
24,8,15
16,12,2
6,22,22
6,9,22
20,9,25
1,24,19
17,18,14
3,9,1
1,22,9
6,22,11
0,16,22
17,2,2
15,7,15
14,0,13
7,19,3
7,12,3
2,25,15
6,16,7
0,13,2
15,24,20
22,14,4
20,10,2
19,11,4
18,11,6
10,21,24
25,22,5
18,17,8
15,22,18
8,15,0
20,2,19
12,14,24
25,19,24
25,9,8
12,3,5
11,8,24
9,5,18
22,24,7
12,21,2
21,0,7
10,24,24
6,12,21
11,9,10
20,24,23
9,6,23
21,12,10
15,2,6
25,1,22
5,3,7
23,4,15
6,25,6
23,24,2
9,6,15
1,16,5
15,2,22
0,20,23
6,19,3
16,18,0
2,0,0
24,13,4
18,13,7
24,10,1
7,3,15
20,17,23
19,0,15
25,24,12
24,18,21
25,4,17
4,19,2
20,18,3
13,14,2
14,8,1
9,1,24
2,3,15
1,24,14
24,11,4
15,3,14
19,25,20
21,19,3
22,25,1
0,20,3
25,5,3
16,5,5
12,3,14
17,24,11
22,16,18
4,4,14
1,17,15
25,20,24
12,19,11
5,15,11
5,12,17
11,13,11
20,18,21
7,6,23
19,7,10
20,24,3
5,16,13
7,15,9
14,17,17
11,1,21
1,13,17
11,13,9
17,2,19
22,22,16
2,24,20
20,5,18
13,16,12
21,16,6
20,20,17
6,22,14
2,5,24
5,1,3
5,9,24
20,13,12
12,14,15
16,9,23
10,8,5
12,6,11
22,19,0
3,6,18
8,2,7
21,12,7
20,11,24
6,19,18
0,7,0
1,24,4
6,5,7
2,21,16
2,18,0
17,7,8
19,10,12
23,14,23
20,18,25
1,8,2
2,14,18
9,4,15
15,24,20
25,25,16
22,0,18
15,7,8
8,16,6
7,8,0
10,24,3
24,10,15
2,18,12
1,6,5
13,2,25
23,11,11
6,11,23
1,2,15
4,3,8
6,8,22
3,23,13
24,13,19
8,1,11
2,0,0
19,22,15
15,16,5
25,2,24
7,22,6
4,0,5
8,20,13
15,15,21
19,12,6
0,0,0
24,4,8
12,1,1
21,25,15
4,8,21
1,15,3
25,21,10
8,0,0
13,14,14
23,15,10
0,18,6
2,18,21
23,4,8
3,12,0
18,9,20
7,17,10
13,19,8
21,21,14
4,4,15
15,8,7
5,23,18
8,22,18
2,11,18
6,17,15
6,11,16
15,17,25
23,0,16
2,5,19
16,4,23
12,9,19
25,2,5
9,24,12
14,24,3
23,24,15
0,16,7
22,1,25
18,25,5
4,21,15
7,0,22
7,10,5
22,19,16
6,16,9
8,23,16
10,19,24
7,16,7
19,2,19
4,11,10
13,23,18
17,18,7
22,2,21
0,6,8
17,1,9
3,21,7
12,25,18
22,14,7
21,10,1
5,7,17
2,7,16
16,13,20
4,3,17
1,6,25
24,16,3
1,0,15
22,14,3
14,15,11
12,16,10
5,9,3
7,20,2
7,15,17
2,17,4
16,17,23
9,11,23
18,22,4
11,3,14
19,6,14
20,4,4
21,22,10
15,10,22
22,25,13
2,19,24
15,18,22
3,9,10
0,17,15
11,4,9
12,9,8
25,3,9
24,25,11
3,9,8
14,23,6
0,1,17
18,25,20
20,24,19
3,18,4
24,17,8
12,8,22
23,6,22
7,24,7
12,1,10
18,17,5
3,11,15
11,2,7
7,25,10
0,19,9
3,16,0
3,25,0
8,7,17
17,11,0
14,6,0
16,8,20
7,24,3
5,7,20
0,23,23
6,25,12
7,22,1
16,9,23
21,13,21
11,25,18
19,3,22
24,0,11
8,5,25
13,8,20
21,18,8
3,7,6
23,2,13
18,0,8
20,24,3
9,8,1
16,9,7
9,5,10
8,11,18
22,21,1
3,3,3
2,10,24
3,12,18
1,24,9
19,21,22
0,12,24
24,8,7
15,17,3
2,11,19
14,21,0
23,9,22
21,14,23
6,19,3
23,1,11
25,24,14
15,17,8
11,8,17
3,8,22
1,14,4
7,11,2
10,0,21
13,20,9
23,11,8
14,11,6
20,6,7
4,22,21
2,9,25
16,17,25
7,12,10
24,0,17
4,22,18
22,6,15
24,19,20
19,23,17
22,24,19
8,9,24
3,12,7
4,18,15
1,3,20
22,3,8
20,25,20
16,6,19
14,21,10
19,2,5
10,25,10
18,17,12
18,13,7
16,3,5
10,6,19
10,9,25
2,0,2
4,7,23
9,5,22
11,21,1
0,5,3
20,3,0
25,16,22
24,25,22
1,15,3
25,8,0
5,16,5
14,15,16
21,6,22
18,21,9
20,20,17
3,8,8
9,25,13
25,21,4
23,11,20
24,11,25
4,5,9
8,7,13
0,14,17
14,23,23
24,9,4
18,7,7
22,22,20
24,5,22
3,15,11
21,20,16
14,1,9
19,18,14
23,25,19
19,7,4
16,25,24
9,19,25
21,21,24
2,17,0
9,13,22
25,2,9
3,12,5
11,7,1
5,17,14
17,20,16
17,8,23
11,19,13
14,18,17
1,20,22
8,13,4
9,21,16
8,20,19
12,23,11
12,9,2
7,10,12
3,16,23
9,18,14
1,15,11
0,14,24
16,17,19
20,11,2
11,19,15
24,13,6
12,9,23
0,15,2
13,16,1
24,25,1
25,16,24
0,0,15
1,20,2
10,3,10
1,12,2
19,20,10
22,15,3
10,25,18
14,1,10
11,18,7
2,13,5
25,16,16
24,7,12
21,8,12
2,16,1
9,12,18
5,19,1
2,14,17
20,19,18
12,1,6
4,11,11
19,11,16
14,12,6
14,9,19
2,6,15
1,12,22
7,2,18
14,7,0
15,0,22
19,23,3
3,25,21
24,12,7
13,5,16
18,7,23
10,12,18
21,19,7
18,25,9
6,25,13
16,23,17
18,17,5
0,24,14
5,9,6
15,21,8
10,17,24
16,24,1
15,23,14
5,14,23
8,7,11
1,22,10
14,17,17
8,12,1
5,17,12
11,17,12
20,3,0
13,23,9
2,20,17
25,23,1
23,10,2
25,15,8
8,24,19
16,19,19
13,15,19
5,25,19
16,19,0
7,16,3
16,19,14
25,15,0
2,6,17
16,13,9
16,15,19
11,7,14
18,17,5
19,24,14
7,3,12
5,12,8
2,12,25
19,19,20
9,1,4
1,16,22
6,2,13
18,15,25
17,2,14
5,10,24
16,21,2
24,15,4
25,5,20
24,25,2
20,4,23
5,24,14
13,11,21
19,7,0
7,14,8
12,5,8
11,15,5
5,23,24
13,8,4
9,9,1
13,12,8
13,14,17
22,0,11
8,7,4
11,14,12
6,11,0
22,14,18
7,21,8
20,24,19
4,23,18
5,11,25
19,17,3
25,6,25
3,24,18
1,17,11
1,23,8
24,5,20
19,9,19
4,16,21
4,8,10
14,4,9
12,14,16
14,24,10
24,0,2
6,1,0
17,22,6
6,14,19
1,15,22
16,11,11
7,11,3
9,25,6
5,11,2
22,4,7
19,4,11
13,8,12
15,15,15
7,6,10
7,18,21
12,11,6
25,14,11
11,15,23
22,21,19
21,20,3
17,3,10
9,3,21
23,16,23
23,9,23
3,20,19
16,6,23
6,8,10
3,25,4
19,5,23
7,24,19
24,14,22
17,23,22
21,25,13
0,11,12
22,20,22
2,14,7
18,3,7
25,4,14
4,19,20
25,12,1
10,2,16
16,23,8
3,14,21
6,5,23
14,1,15
19,19,19
7,10,2
19,19,20
25,7,2
9,11,23
7,23,21
25,17,11
9,5,25
3,0,16
17,24,14
20,3,8
18,16,6
24,3,7
2,19,24
21,0,21
13,13,20
24,11,3
17,5,6
21,10,20
19,14,3
10,11,13
10,5,19
17,25,9
6,12,24
17,0,20
18,8,13
13,14,21
23,24,21
8,16,21
9,23,17
12,17,12
4,5,19
7,6,7
17,2,16
24,5,0
2,0,15
25,16,2
17,21,21
22,1,4
16,9,18
18,4,23
12,15,24
23,18,1
20,15,22
5,24,18
9,2,5
16,9,3
7,15,15
3,0,19
18,20,6
19,15,17
21,6,5
15,19,3
9,11,18
18,2,17
23,2,19
10,15,3
4,11,18
24,22,24
11,4,7
25,19,5
0,0,23
1,24,10
16,22,9
7,21,5
5,16,19
24,0,10
18,19,16
21,9,12
14,13,21
17,10,25
3,25,14
15,22,10
2,15,10
13,12,2
0,9,11
13,22,1
12,10,22
22,1,12
17,15,12
24,15,10
15,17,23
11,19,16
20,18,15
8,5,2
8,18,8
17,17,22
11,10,8
20,24,19
25,9,17
20,7,13
24,22,25
9,6,10
23,19,24
0,16,20
19,9,2
11,21,18
1,1,5
16,7,8
24,10,4
20,20,14
10,11,20
13,14,8
4,9,10
16,13,14
12,3,10
6,12,15
0,17,6
13,20,18
1,0,17
6,19,0
16,17,22
2,1,19
21,22,2
22,11,13
19,19,20
4,25,0
24,12,10
12,7,11
15,9,2
11,2,11
15,16,15
17,1,11
25,8,19
1,15,0
13,15,19
8,5,18
10,0,16
20,15,20
24,21,0
23,20,22
22,8,14
21,21,1
19,11,7
20,17,16
8,5,25
22,18,11
24,15,22
4,5,17
15,19,2
19,7,8
14,4,11
1,22,9
21,20,21
5,20,18
16,11,0
2,3,10
23,9,8
22,12,10
13,7,6
6,14,13
23,15,9
20,15,14
13,23,17
4,20,2
5,17,17
23,7,1
11,2,0
12,12,4
3,17,8
17,13,13
6,23,21
11,5,24
18,5,23
1,12,8
13,6,22
14,19,7
20,18,25
14,3,10
11,2,5
25,3,23
23,19,5
19,24,22
12,25,16
13,19,24
4,6,17
16,8,21
8,13,15
1,1,19
7,15,22
21,2,3
0,9,25
19,6,8
18,18,7
24,6,9
25,25,6
8,18,4
22,4,18
16,7,9
12,12,12
10,0,18
5,4,23
5,2,21
22,17,3
15,1,15
3,22,15
10,16,8
0,10,2
3,2,15
22,20,0
17,20,2
2,18,10
9,24,21
16,4,8
23,6,16
6,8,2
18,10,5
23,12,18
5,8,11
10,11,13
14,2,5
22,4,23
8,23,23
24,13,2
20,25,13
10,8,14
22,11,15
3,17,20
15,15,1
20,21,21
11,2,16
3,12,21
9,0,24
15,7,15
8,16,2
5,5,2
6,21,16
12,10,9
14,16,4
24,15,12
21,11,25
23,1,10
7,9,1
18,11,18
13,19,8
0,22,11
9,4,25
6,20,21
9,5,1
13,10,20
19,15,25
16,1,18
8,2,13
13,25,21
11,16,15
21,15,23
16,17,7
20,7,13
3,6,7
13,24,21
15,18,7
6,8,3
21,25,7
3,16,4
1,11,5
14,12,2
2,2,12
24,17,4
15,5,1
15,16,2
3,8,9
21,14,18
2,9,12
22,19,13
10,19,1
3,10,4
20,11,23
19,9,21
1,25,24
10,18,15
25,0,5
24,24,2
21,6,20
10,19,14
7,15,10
23,20,3
2,7,16
6,21,21
18,22,18
8,0,11
9,15,8
7,17,18
10,10,21
8,2,2
13,2,16
10,17,12
9,21,22
16,17,21
20,25,18
10,12,3
9,19,19
20,23,23
9,12,8
14,3,22
5,4,6
23,16,25
20,18,5
23,2,3
10,18,14
23,21,6
6,11,6
13,9,18
12,7,25
2,14,13
14,13,12
23,5,8
19,10,12
21,3,18
16,21,1
23,2,24
11,9,24
0,11,21
19,4,17
14,23,17
12,7,8
22,18,3
2,6,16
20,17,0
23,21,5
0,10,5
20,17,0
2,12,22
11,11,9
21,5,5
0,2,14
2,6,15
23,2,13
10,7,19
1,7,21
12,8,12
19,9,20
4,13,1
3,15,16
10,14,3
17,5,20
14,19,19
2,4,4
2,24,12
18,12,20
6,8,8
8,21,20
24,18,16
19,22,23
3,1,14
24,20,4
5,5,8
23,5,9
6,23,1
8,20,21
5,11,18
6,17,4
11,18,16
17,17,15
25,6,12
2,0,0
17,20,21
3,18,1
7,12,21
1,1,20
12,4,20
1,3,6
8,15,22
19,1,12
6,25,10
13,8,9
15,16,22
21,23,12
1,19,4
6,9,18
6,0,20
21,4,21
5,9,23
23,5,22
23,16,23
13,24,2
20,5,24
17,16,22
21,0,20
3,4,4
9,24,20
15,4,21
20,12,25
18,10,1
0,8,7
10,22,4
8,6,16
4,0,24
24,17,25
9,16,11
14,7,20
19,8,22
20,6,20
14,20,5
15,20,19
0,24,3
11,6,23
6,13,6
10,18,4
1,24,9
18,2,0
21,2,1
12,22,17
15,4,23
5,24,2
3,19,23
8,18,20
7,0,13
19,8,14
12,21,20
22,23,22
3,10,3
12,0,18
10,5,11
7,4,5
15,20,4
20,17,0
23,2,0
15,13,20
13,2,19
25,21,21
14,16,11
14,7,13
24,11,5
19,5,20
7,15,4
0,19,16
7,19,1
10,13,12
17,17,22
11,20,23
8,13,1
2,20,5
12,4,6
25,20,25
6,3,9
21,7,21
14,10,15
12,2,1
0,19,16
0,22,25
19,4,23
9,13,22
11,20,24
0,22,20
4,15,6
3,22,12
8,23,12
21,11,5
6,20,2
20,20,3
21,6,3
13,15,2
12,5,1
22,2,24
1,3,0
8,2,23
18,1,23
12,13,16
17,23,13
7,2,12
11,1,17
10,16,15
2,22,2
20,9,4
8,25,12
0,13,1
2,13,3
0,15,2
9,16,22
13,14,15
10,20,12
19,2,22
0,23,1
8,23,23
9,7,19
24,2,25
23,12,0
11,15,16
22,17,20
6,23,19
15,9,4
17,11,7
7,12,12
6,6,22
15,7,2
23,10,20
23,5,23
5,14,9
4,1,14
15,10,20
4,3,24
8,12,19
22,4,11
7,24,10
22,15,4
22,12,22
19,24,13
1,9,15
22,4,6
17,10,10
5,22,10
0,20,12
21,8,14
9,0,17
13,12,3
16,8,3
8,17,10
19,25,8
19,19,8
13,23,18
9,1,12
4,18,1
6,13,16
9,3,17
9,2,16
5,16,25
24,17,21
9,24,14
23,16,18
10,25,4
20,5,24
0,19,14
1,0,6
16,1,20
0,23,6
11,2,24
7,2,19
10,2,21
23,17,8
4,23,17
15,8,14
2,19,8
14,4,14
5,2,5
7,4,15
6,19,15
18,12,4
23,2,24
25,23,24
2,10,12
18,23,20
24,20,16
10,7,16
3,23,18
13,23,19
17,17,24
11,18,19
24,16,25
20,8,23
18,17,15
0,22,20
8,16,9
1,24,22
19,22,16
19,12,3
6,6,19
17,13,15
25,25,25
22,2,14
20,18,11
6,15,18
0,15,15
2,10,7
20,25,6
5,19,18
8,1,12
3,18,18
9,25,2
5,3,5
17,4,7
16,9,23
25,24,12
23,24,19
4,9,24
2,16,0
5,18,16
20,18,19
6,3,4
6,7,24
23,15,8
4,23,3
16,4,0
10,8,25
22,22,11
25,9,15
6,2,10
18,8,14
20,4,19
16,13,2
15,5,18
8,23,13
17,7,19
10,11,7
11,19,2
6,24,8
13,9,1
6,21,22
7,16,14
21,11,22
19,20,21
13,6,16
14,13,25
4,0,17
5,20,5
13,23,6
14,9,20
